rank	word	normalized_word	count	subjects	files	first_seen	preview_path	audio_path	meaning	basic_form	accent	synonyms
1520	major pest	major pest	1	Ecology	Ecology/49words.md	Ecology/49words.md	Ecology/49words_pronunciation/index.html		主要害虫		MĀ-jər pĕst	principal pest, key agricultural pest, primary crop pest
1521	majority of the population	majority of the population	1	Law	Law/18words.md	Law/18words.md	Law/pronunciation/index.html		人口の大多数		mə-JÔR-ĭ-tē əv thə pä-pyə-LĀ-shən	most people, bulk of citizens, greater part
1522	make A B	make a b	1	SantaAI	SantaAI/単語集/5月/知らない単語集0525.md	SantaAI/単語集/5月/知らない単語集0525.md	SantaAI/単語集/5月/知らない単語集0525.md		AをBにする		māk ā bē	turn A into B, render A B, cause A to be B
1523	make sure	make sure	1	SantaAI	SantaAI/単語集/5月/知らない単語集0526.md	SantaAI/単語集/5月/知らない単語集0526.md	SantaAI/単語集/5月/知らない単語集0526.md		必ず〜する；確認する		māk SHŪR	ensure, confirm, verify
1524	male part of the flower	male part of the flower	1	SantaAI	SantaAI/単語集/5月/知らない単語集0524.md	SantaAI/単語集/5月/知らない単語集0524.md	SantaAI/単語集/5月/知らない単語集0524.md		花の雄性部分		māl pärt əv thə FLOW-ər	male organ of a flower, stamen part, pollen-producing section
1525	manage	manage	1	Ethnology	Ethnology/EthnoogyandIdentity.md	Ethnology/EthnoogyandIdentity.md	Ethnology/EthnoogyandIdentity.md		管理する；なんとかやっていく		MÄN-ĭj	handle, control, oversee
1526	manifesting a drive towards independence	manifesting a drive towards independence	1	Biology	Biology/39words.md	Biology/39words.md	Biology/39words_pronunciation/index.html		独立への衝動を示している	manifest a drive toward independence	măn-ə-FĔS-tĭng ə drīv tə-WÔRDZ ĭn-dĭ-PĔN-dəns	showing autonomy drive, expressing independence urge, demonstrating self-rule impulse
1527	manipulate	manipulate	1	SantaAI	SantaAI/単語集/5月/知らない単語集0527.md	SantaAI/単語集/5月/知らない単語集0527.md	SantaAI/単語集/5月/知らない単語集0527.md		操る；操作する		mə-NĬP-yə-lāt	control, handle, operate
1528	manufacturers	manufacturers	1	Medicine	Medicine/58words.md	Medicine/58words.md	Medicine/58words_pronunciation/index.html		製造業者（複数）	manufacturer	man-yə-FAK-chər-ərz	producers, makers, fabricators
1529	mark A as B	mark a as b	1	SantaAI	SantaAI/単語集/6月/知らない単語集0608.md	SantaAI/単語集/6月/知らない単語集0608.md	SantaAI/単語集/6月/知らない単語集0608.md		AをBとして記入する；AをBとみなして印を付ける		märk ā əz bē	label A as B, indicate A as B, designate A as B
1530	marked	marked	1	SantaAI	SantaAI/単語集/6月/知らない単語集0603.md	SantaAI/単語集/6月/知らない単語集0603.md	SantaAI/単語集/6月/知らない単語集0603.md		特徴づけられた；目立った	mark	MÄRKT	notable, pronounced, distinct
1531	marks(記念する)	marks(記念する	1	SantaAI	SantaAI/単語集/5月/知らない単語集0527.md	SantaAI/単語集/5月/知らない単語集0527.md	SantaAI/単語集/5月/知らない単語集0527.md		記念する；示す	mark	märks	commemorates, signifies, indicates
1532	massive	massive	1	ComputerScience	ComputerScience/44words.md	ComputerScience/44words.md	ComputerScience/44words_pronunciation/index.html		大規模な；非常に大きい		MĂS-ĭv	enormous, huge, vast
1533	master	master	1	ArtHistory	ArtHistory/05/05words.md	ArtHistory/05/05words.md	ArtHistory/05/05words_pronunciation/index.html		巧みに扱う；習得する；巨匠；主人		MAS-tər	expert, virtuoso, conquer
1534	masterpiece	masterpiece	1	ArtHistory	ArtHistory/05/05words.md	ArtHistory/05/05words.md	ArtHistory/05/05words_pronunciation/index.html		傑作；最高傑作		MAS-tər-pēs	magnum opus, classic, chef-d'oeuvre
1535	mastery	mastery	1	Biology	Biology/39words.md	Biology/39words.md	Biology/39words_pronunciation/index.html		熟達；支配		MĂS-tər-ē	command, proficiency, control
1536	mates	mates	1	SantaAI	SantaAI/単語集/6月/知らない単語集0608.md	SantaAI/単語集/6月/知らない単語集0608.md	SantaAI/単語集/6月/知らない単語集0608.md		つがい；仲間	mate	māt	partners, companions, peers
1537	matter of seconds	matter of seconds	1	Psychology	Psychology/29words.md	Psychology/29words.md	Psychology/29words_pronunciation/index.html		数秒の問題；わずか数秒で			within seconds, in just seconds, in a very brief time
1538	matter(重要である)	matter(重要である	1	SantaAI	SantaAI/単語集/5月/知らない単語集0526.md	SantaAI/単語集/5月/知らない単語集0526.md	SantaAI/単語集/5月/知らない単語集0526.md		重要である；問題になる		MAT-ər	be important, count, be significant
1539	maturity	maturity	1	Biology	Biology/40words.md	Biology/40words.md	Biology/40words_pronunciation/index.html		成熟		mə-CHUR-ə-tē	adulthood, full development, ripeness
1540	maximize	maximize	1	BusinessAsministration&Economics	BusinessAsministration&Economics/11words.md	BusinessAsministration&Economics/11words.md	BusinessAsministration&Economics/11words_pronunciation/index.html		最大化する		MAK-sə-mīz	optimize, increase, boost
1541	means	means	1	SantaAI	SantaAI/単語集/5月/知らない単語集0516.md	SantaAI/単語集/5月/知らない単語集0516.md	SantaAI/単語集/5月/知らない単語集0516.md		手段；方法；意味する	mean（動詞）/ means（名詞）	MĒNZ	method, way, signifies
1542	measured	measured	1	Physics	Physics/59words.md	Physics/59words.md	Physics/59words_pronunciation/index.html		測定した	measure	MEZH-ər	gauged, quantified, assessed
1543	measurements	measurements	1	SantaAI	SantaAI/単語集/5月/知らない単語集0515.md	SantaAI/単語集/5月/知らない単語集0515.md	SantaAI/単語集/5月/知らない単語集0515.md		測定値；計測	measurement	MĔZH-ər-mənts	readings, calculations, metrics
1544	mechanical	mechanical	1	Medicine	Medicine/57words.md	Medicine/57words.md	Medicine/57words_pronunciation/index.html		機械的な		mə-KAN-i-kəl	physical, structural, automatic
1545	mechanical energy	mechanical energy	1	Physics	Physics/59words.md	Physics/59words.md	Physics/59words_pronunciation/index.html		力学的エネルギー		mə-KAN-i-kəl EN-ər-jē	kinetic energy, motion energy, physical energy
1546	mechanically	mechanically	1	Sociology	Sociology/32words.md	Sociology/32words.md	Sociology/32words_pronunciation/index.html		機械的に；自動的に		mĭ-KĂN-ĭk-ə-lē	automatically, without thought, by machine
1547	membranes	membranes	1	SantaAI	SantaAI/単語集/5月/知らない単語集0527.md	SantaAI/単語集/5月/知らない単語集0527.md	SantaAI/単語集/5月/知らない単語集0527.md		膜	membrane	MEM-brānz	layers, films, biological barriers
1548	mentioned	mentioned	1	SantaAI	SantaAI/単語集/5月/知らない単語集0528.md	SantaAI/単語集/5月/知らない単語集0528.md	SantaAI/単語集/5月/知らない単語集0528.md		言及した	mention	MEN-shənd	referred to, noted, stated
1549	merely	merely	1	Medicine	Medicine/57words.md	Medicine/57words.md	Medicine/57words_pronunciation/index.html		ただ単に		MIR-lē	simply, only, just
1550	metabolic disease	metabolic disease	1	SantaAI	SantaAI/単語集/5月/知らない単語集0526.md	SantaAI/単語集/5月/知らない単語集0526.md	SantaAI/単語集/5月/知らない単語集0526.md		代謝性疾患		met-ə-BÄL-ĭk dĭ-ZĒZ	metabolic disorder, endocrine illness, chronic metabolic condition
1551	metabolism	metabolism	1	Biology	Biology/43words.md	Biology/43words.md	Biology/43words_pronunciation/index.html		代謝		mə-TĂB-ə-lĭ-zəm	biochemical processing, metabolic activity, energy conversion
1552	metabolize	metabolize	1	Biology	Biology/42words.md	Biology/42words.md	Biology/42words_pronunciation/index.html		代謝する		mə-TĂB-ə-līz	process biologically, break down, assimilate
1553	metamorphosis	metamorphosis	1	SantaAI	SantaAI/単語集/6月/知らない単語集0611.md	SantaAI/単語集/6月/知らない単語集0611.md	SantaAI/単語集/6月/知らない単語集0611.md		変態；変化		metə-MÔRfə-səs	transformation, change, transition
1554	Meteorologists	meteorologists	1	SantaAI	SantaAI/単語集/5月/知らない単語集0515.md	SantaAI/単語集/5月/知らない単語集0515.md	SantaAI/単語集/5月/知らない単語集0515.md		気象学者たち	meteorologist	mē-tē-ə-RŎL-ə-jĭsts	weather scientists, forecasters, climatologists
1555	migrate	migrate	1	Geology	Geology/53words.md	Geology/53words.md	Geology/53words_pronunciation/index.html		移動する		MĪ-grāt	move, shift, travel
1556	milkweed	milkweed	1	Ecology	Ecology/49words.md	Ecology/49words.md	Ecology/49words_pronunciation/index.html		トウワタ（ミルクウィード）		MĬLK-wēd	Asclepias, monarch host plant, wild milkweed
1557	minimize	minimize	1	SantaAI	SantaAI/単語集/5月/知らない単語集0525.md	SantaAI/単語集/5月/知らない単語集0525.md	SantaAI/単語集/5月/知らない単語集0525.md		最小限にする		MĬN-ə-mīz	reduce, lessen, decrease
1558	minimize waste and encourage efficient	minimize waste and encourage efficient	1	Environmentology	Environmentology/13words.md	Environmentology/13words.md	Environmentology/13words_pronunciation/index.html		廃棄を最小化し、効率的な〜を促進する		MĬN-ə-mīz wāst and en-KƏR-ĭj ĭ-FĬSH-ənt	reduce waste and promote efficiency, cut waste and support effective use, limit waste and improve efficiency
1559	minor injury	minor injury	1	SantaAI	SantaAI/単語集/5月/知らない単語集0525.md	SantaAI/単語集/5月/知らない単語集0525.md	SantaAI/単語集/5月/知らない単語集0525.md		軽いけが		MĪ-nər ĬN-jə-rē	small wound, slight injury, minor harm
1560	miscellaneous	miscellaneous	1	Psychology	Psychology/29words.md	Psychology/29words.md	Psychology/29words_pronunciation/index.html		雑多な；さまざまな；混在した		mĭs-ə-LĀ-nē-əs	varied, diverse, assorted
1561	miss(欠席)	miss(欠席	1	SantaAI	SantaAI/単語集/6月/知らない単語集0611.md	SantaAI/単語集/6月/知らない単語集0611.md	SantaAI/単語集/6月/知らない単語集0611.md		欠席する；逃す		mĭs	be absent from, skip, fail to attend
1562	mobility	mobility	1	AmericanHistory	AmericanHistory/06words.md	AmericanHistory/06words.md	AmericanHistory/06words_pronunciation/index.html		移動性、機動力；社会的流動性		mō-BĬL-ĭ-tē	movement, flexibility, portability
1563	modern	modern	1	History	History/07words.md	History/07words.md	History/07words_pronunciation/index.html		現代の、近代の		MŎD-ərn	contemporary, current, present-day
1564	modifications	modifications	1	AmericanHistory	AmericanHistory/08words.md	AmericanHistory/08words.md	AmericanHistory/08words_pronunciation/index.html		修正；変更点	modification	mäd-ə-fə-KĀ-shən	changes, adjustments, revisions
1565	molecular biology	molecular biology	1	Biology	Biology/43words.md	Biology/43words.md	Biology/43words_pronunciation/index.html		分子生物学		mə-LĔK-yōō-lər bī-ŎL-ə-jē	biomolecular biology, cell molecular science, molecular life science
1566	molecular genetics	molecular genetics	1	Biology	Biology/43words.md	Biology/43words.md	Biology/43words_pronunciation/index.html		分子遺伝学		mə-LĔK-yōō-lər jə-NĔT-ĭks	gene-level genetics, DNA genetics, genetic molecular science
1567	molecular structures such as proteins, carbohydrates, lipids, and nucleic acids	molecular structures such as proteins, carbohydrates, lipids, and nucleic acids	1	Biology	Biology/43words.md	Biology/43words.md	Biology/43words_pronunciation/index.html		タンパク質・炭水化物・脂質・核酸などの分子構造		mə-LĔK-yōō-lər STRŬK-chərz sŭch əz PRŌ-tēnz kär-bō-HĪ-drāts LĬP-ĭdz ănd nū-KLĒ-ĭk ĂS-ĭdz	biomolecular frameworks, molecular components, biochemical structures
1568	molecule	molecule	1	SantaAI	SantaAI/単語集/6月/知らない単語集0616.md	SantaAI/単語集/6月/知らない単語集0616.md	SantaAI/単語集/6月/知らない単語集0616.md		分子		MOL-ə-kyūl	compound, chemical unit, particle
1569	momentarily	momentarily	1	SantaAI	SantaAI/単語集/5月/知らない単語集0526.md	SantaAI/単語集/5月/知らない単語集0526.md	SantaAI/単語集/5月/知らない単語集0526.md		一時的に；しばらくの間		mō-mən-TER-ə-lē	briefly, temporarily, for a moment
1570	momentum	momentum	1	AmericanHistory	AmericanHistory/10words.md	AmericanHistory/10words.md	AmericanHistory/10words_pronunciation/index.html		勢い；弾み		mō-MEN-təm	impetus, drive, force
1571	monarchy	monarchy	1	History	History/07words.md	History/07words.md	History/07words_pronunciation/index.html		君主制、王政		MŎN-ər-kē	kingship, royal rule, crown government
1572	monetary	monetary	1	SantaAI	SantaAI/単語集/5月/知らない単語集0530.md	SantaAI/単語集/5月/知らない単語集0530.md	SantaAI/単語集/5月/知らない単語集0530.md		金銭の		MÄN-ə-ter-ē	financial, fiscal, economic
1573	monetaty	monetaty	1	Economics	Economics/12words.md	Economics/12words.md	Economics/12words_pronunciation/index.html		金融の；通貨の	monetary（スペル補正）	MON-ə-ˌter-ē	financial, currency-based, fiscal
1574	moral	moral	1	SantaAI	SantaAI/単語集/5月/知らない単語集0529.md	SantaAI/単語集/5月/知らない単語集0529.md	SantaAI/単語集/5月/知らない単語集0529.md		道徳的な；教訓		MÔR-əl	ethical, virtuous, principled
1575	more annual radiation	more annual radiation	1	EarthScience	EarthScience/45words.md	EarthScience/45words.md	EarthScience/45words_pronunciation/index.html		より多い年間放射量		môr ĂN-yōō-əl rā-dē-Ā-shən	greater yearly radiation, higher annual solar input, increased yearly insolation
1576	more or less	more or less	1	Journalism	Journalism/Newspapres.md	Journalism/Newspapres.md	Journalism/Newspapres.md		多かれ少なかれ、ほぼ、おおよそ			roughly, approximately, somewhat
